"icd10cm","icd10cm_str","phecode","phecode_str","exclude_range","exclude_name","leaf","rollup"
"E13.11","Other specified diabetes mellitus with ketoacidosis with coma","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.37","Other specified diabetes mellitus with diabetic macular edema, resolved following treatment","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.59","Other specified diabetes mellitus with other circulatory complications","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.622","Other specified diabetes mellitus with other skin ulcer","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.29","Other specified diabetes mellitus with other diabetic kidney complication","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.3","Other specified diabetes mellitus with ophthalmic complications","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"I43","Cardiomyopathy in diseases classified elsewhere","425.2","Secondary/extrinsic cardiomyopathies","420-425.99","circulatory system","1","1"
"I42.7","Cardiomyopathy due to drug and external agent","425.2","Secondary/extrinsic cardiomyopathies","420-425.99","circulatory system","1","1"
"R92.0","Mammographic microcalcification found on diagnostic imaging of breast","611.11","Mammographic microcalcification","610-613.99","genitourinary","1","1"
"R41.844","Frontal lobe and executive function deficit","292","Neurological disorders","290-292.99","mental disorders","0","1"
"R41.840","Attention and concentration deficit","292","Neurological disorders","290-292.99","mental disorders","0","1"
"R41.842","Visuospatial deficit","292","Neurological disorders","290-292.99","mental disorders","0","1"
"R41.4","Neurologic neglect syndrome","292","Neurological disorders","290-292.99","mental disorders","0","1"
"R41.843","Psychomotor deficit","292","Neurological disorders","290-292.99","mental disorders","0","1"
"R41.89","Other symptoms and signs involving cognitive functions and awareness","292","Neurological disorders","290-292.99","mental disorders","0","1"
"M77.32","Calcaneal spur, left foot","726.4","Calcaneal spur; Exostosis NOS","725-729.99","musculoskeletal","1","1"
"M77.30","Calcaneal spur, unspecified foot","726.4","Calcaneal spur; Exostosis NOS","725-729.99","musculoskeletal","1","1"
"M77.3","Calcaneal spur","726.4","Calcaneal spur; Exostosis NOS","725-729.99","musculoskeletal","1","1"
"M25.70","Osteophyte, unspecified joint","726.4","Calcaneal spur; Exostosis NOS","725-729.99","musculoskeletal","1","1"
"M77.31","Calcaneal spur, right foot","726.4","Calcaneal spur; Exostosis NOS","725-729.99","musculoskeletal","1","1"
"M25.7","Osteophyte","726.4","Calcaneal spur; Exostosis NOS","725-729.99","musculoskeletal","1","1"
"M77.4","Metatarsalgia","726.4","Calcaneal spur; Exostosis NOS","725-729.99","musculoskeletal","1","1"
"R75","Inconclusive laboratory evidence of human immunodeficiency virus [HIV]","071","Human immunodeficiency virus [HIV] disease","050-079.99","infectious diseases","0","1"
"B97.35","Human immunodeficiency virus, type 2 [HIV 2] as the cause of diseases classified elsewhere","071","Human immunodeficiency virus [HIV] disease","050-079.99","infectious diseases","0","1"
"C40.21","Malignant neoplasm of long bones of right lower limb","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C40.02","Malignant neoplasm of scapula and long bones of left upper limb","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C40.81","Malignant neoplasm of overlapping sites of bone and articular cartilage of right limb","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C40.22","Malignant neoplasm of long bones of left lower limb","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C40.82","Malignant neoplasm of overlapping sites of bone and articular cartilage of left limb","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C40.2","Malignant neoplasm of long bones of lower limb","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C40.30","Malignant neoplasm of short bones of unspecified lower limb","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C40.31","Malignant neoplasm of short bones of right lower limb","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C40.80","Malignant neoplasm of overlapping sites of bone and articular cartilage of unspecified limb","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C40.01","Malignant neoplasm of scapula and long bones of right upper limb","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"Z85.830","Personal history of malignant neoplasm of bone","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C40.91","Malignant neoplasm of unspecified bones and articular cartilage of right limb","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C40.90","Malignant neoplasm of unspecified bones and articular cartilage of unspecified limb","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"M90.6","Osteitis deformans in neoplastic diseases","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C41","Malignant neoplasm of bone and articular cartilage of other and unspecified sites","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C40.3","Malignant neoplasm of short bones of lower limb","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C41.4","Malignant neoplasm of pelvic bones, sacrum and coccyx","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C40.12","Malignant neoplasm of short bones of left upper limb","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C41.3","Malignant neoplasm of ribs, sternum and clavicle","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C40.0","Malignant neoplasm of scapula and long bones of upper limb","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C40.11","Malignant neoplasm of short bones of right upper limb","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C40.00","Malignant neoplasm of scapula and long bones of unspecified upper limb","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C40.92","Malignant neoplasm of unspecified bones and articular cartilage of left limb","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C41.1","Malignant neoplasm of mandible","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C40","Malignant neoplasm of bone and articular cartilage of limbs","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C40.1","Malignant neoplasm of short bones of upper limb","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C40.20","Malignant neoplasm of long bones of unspecified lower limb","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C41.2","Malignant neoplasm of vertebral column","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C41.9","Malignant neoplasm of bone and articular cartilage, unspecified","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C40.10","Malignant neoplasm of short bones of unspecified upper limb","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C40.8","Malignant neoplasm of overlapping sites of bone and articular cartilage of limb","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C40.9","Malignant neoplasm of unspecified bones and articular cartilage of limb","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C41.0","Malignant neoplasm of bones of skull and face","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C40.32","Malignant neoplasm of short bones of left lower limb","170.1","Bone cancer","170-171.99","neoplasms","1","1"
"C46.52","Kaposi's sarcoma of left lung","230","Kaposi's sarcoma","230-230.99","neoplasms","1","1"
"C46.51","Kaposi's sarcoma of right lung","230","Kaposi's sarcoma","230-230.99","neoplasms","1","1"
"C46.2","Kaposi's sarcoma of palate","230","Kaposi's sarcoma","230-230.99","neoplasms","1","1"
"C46.9","Kaposi's sarcoma, unspecified","230","Kaposi's sarcoma","230-230.99","neoplasms","1","1"
"C46","Kaposi's sarcoma","230","Kaposi's sarcoma","230-230.99","neoplasms","1","1"
"C46.0","Kaposi's sarcoma of skin","230","Kaposi's sarcoma","230-230.99","neoplasms","1","1"
"C46.5","Kaposi's sarcoma of lung","230","Kaposi's sarcoma","230-230.99","neoplasms","1","1"
"C46.50","Kaposi's sarcoma of unspecified lung","230","Kaposi's sarcoma","230-230.99","neoplasms","1","1"
"C46.1","Kaposi's sarcoma of soft tissue","230","Kaposi's sarcoma","230-230.99","neoplasms","1","1"
"C46.3","Kaposi's sarcoma of lymph nodes","230","Kaposi's sarcoma","230-230.99","neoplasms","1","1"
"C46.7","Kaposi's sarcoma of other sites","230","Kaposi's sarcoma","230-230.99","neoplasms","1","1"
"C46.4","Kaposi's sarcoma of gastrointestinal sites","230","Kaposi's sarcoma","230-230.99","neoplasms","1","1"
"F41.8","Other specified anxiety disorders","300.1","Anxiety disorder","295-306.99","mental disorders","0","1"
"F41.3","Other mixed anxiety disorders","300.1","Anxiety disorder","295-306.99","mental disorders","0","1"
"F06.4","Anxiety disorder due to known physiological condition","300.1","Anxiety disorder","295-306.99","mental disorders","0","1"
"F41.9","Anxiety disorder, unspecified","300.1","Anxiety disorder","295-306.99","mental disorders","0","1"
"B07.0","Plantar wart","078","Viral warts & HPV","050-079.99","infectious diseases","1","1"
"B97.7","Papillomavirus as the cause of diseases classified elsewhere","078","Viral warts & HPV","050-079.99","infectious diseases","1","1"
"B07","Viral warts","078","Viral warts & HPV","050-079.99","infectious diseases","1","1"
"B07.8","Other viral warts","078","Viral warts & HPV","050-079.99","infectious diseases","1","1"
"B07.9","Viral wart, unspecified","078","Viral warts & HPV","050-079.99","infectious diseases","1","1"
"A63.0","Anogenital (venereal) warts","078","Viral warts & HPV","050-079.99","infectious diseases","1","1"
"H44.2E9","Degenerative myopia with other maculopathy, unspecified eye","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.2B3","Degenerative myopia with macular hole, bilateral eye","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.2B1","Degenerative myopia with macular hole, right eye","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.2C9","Degenerative myopia with retinal detachment, unspecified eye","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.2B9","Degenerative myopia with macular hole, unspecified eye","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.2D1","Degenerative myopia with foveoschisis, right eye","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.2E","Degenerative myopia with other maculopathy","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.2C1","Degenerative myopia with retinal detachment, right eye","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.2","Degenerative myopia","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.2E1","Degenerative myopia with other maculopathy, right eye","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.2C2","Degenerative myopia with retinal detachment, left eye","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.2D","Degenerative myopia with foveoschisis","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.21","Degenerative myopia, right eye","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.2A3","Degeneratv myopia with choroidal neovascularization, bi eye","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.2D3","Degenerative myopia with foveoschisis, bilateral eye","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.2A9","Degenerative myopia with choroidal neovascularization, unspecified eye","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.2E2","Degenerative myopia with other maculopathy, left eye","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.23","Degenerative myopia, bilateral","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.2C3","Degenerative myopia with retinal detachment, bilateral eye","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.20","Degenerative myopia, unspecified eye","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.2A","Degenerative myopia with choroidal neovascularization","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.2A1","Degeneratv myopia with choroidal neovascularization, r eye","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.2E3","Degenerative myopia with other maculopathy, bilateral eye","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.22","Degenerative myopia, left eye","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.2C","Degenerative myopia with retinal detachment","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.2D9","Degenerative myopia with foveoschisis, unspecified eye","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.2B2","Degenerative myopia with macular hole, left eye","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.2B","Degenerative myopia with macular hole","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.2D2","Degenerative myopia with foveoschisis, left eye","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"H44.2A2","Degeneratv myopia with choroidal neovascularization, l eye","360.2","Progressive myopia","360-365.99","sense organs","1","1"
"I82.B29","Chronic embolism and thrombosis of unspecified subclavian vein","452.2","Deep vein thrombosis [DVT]","450-457.99","circulatory system","1","1"
